publishedAt,channelId,title,description,thumbnails,channelTitle,liveBroadcastContent,publishTime
2022-09-20T21:00:17Z,UClB3e5BVd_0JemNCz22OIIw,일할때 듣기좋은 발라드 ✨하루 종일 들어도 좋은노래 BEST 100곡 ✨이승철/박효신/펀치/백지영/에일리/거미/김범수.,하루 종일 들어도 좋은노래 BEST 100곡 ✨ 일할때 듣기좋은 발라드 ✨ 이승철/박효신/펀치/백지영/에일리/거미/김범수.,"{'default': {'url': 'https://i.ytimg.com/vi/GIx91adQOHo/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/GIx91adQOHo/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/GIx91adQOHo/hqdefault.jpg', 'width': 480, 'height': 360}}",DRAMA Koraen,none,2022-09-20T21:00:17Z
2022-09-20T21:00:02Z,UCoOQi6vi1n9EcUKJMmAK0dg,일할때 듣기좋은 발라드 추천 광고없는 노래모음 💖 하루 종일 들어도 좋은노래 BEST 100곡 💖 김범수 /임창정 /박효신/성시경/ 백지영/ 더원/태연/박명수,https://www.youtube.com/playlist?list=PLkPqVGs6c-znLwDebFJiLsaI5KeX2Irnm 일할때 듣기좋은 발라드 추천 광고없는 노래 ...,"{'default': {'url': 'https://i.ytimg.com/vi/6rwR9pw7fcM/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/6rwR9pw7fcM/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/6rwR9pw7fcM/hqdefault.jpg', 'width': 480, 'height': 360}}",Korean Songs,none,2022-09-20T21:00:02Z
2022-09-20T21:00:14Z,UCbrCWDza-2f609N9vdYG2_A,"하루 종일 들어도 좋은노래 BEST 50곡.일할때 듣기좋은 발라드 추천 광고없는 노래모음 💖양파, 이승기,왁스,김범수,소울스타,원티드,숙희,린,민경훈,문명진,루다,더씨야,윤건.","하루 종일 들어도 좋은노래 BEST 50곡.일할때 듣기좋은 발라드 추천 광고없는 노래모음 양파, 이승기,왁스,김범수,소울스타,원티드, ...","{'default': {'url': 'https://i.ytimg.com/vi/QnWne53Hk-g/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/QnWne53Hk-g/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/QnWne53Hk-g/hqdefault.jpg', 'width': 480, 'height': 360}}",KPOP BEST SONG,none,2022-09-20T21:00:14Z
2022-09-20T21:00:12Z,UCAqLb2Eh_E_DXu15fLdpqkg,가을에 듣기 좋은 노래 베스트 100곡 💖 하루 종일 들어도 좋은노래 BEST 100곡 💖 운동할 때 듣는 음악 | 일할때 듣기좋은 발라드,https://www.youtube.com/channel/UCAqLb2Eh_E_DXu15fLdpqkg/community ❤️ ❤️➤가을에 듣기 좋은 노래 베스트 100곡 ...,"{'default': {'url': 'https://i.ytimg.com/vi/65jXi7mLT_I/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/65jXi7mLT_I/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/65jXi7mLT_I/hqdefault.jpg', 'width': 480, 'height': 360}}",K-POP 발라드 모음,none,2022-09-20T21:00:12Z
2022-09-20T21:00:02Z,UCWpGInFlq31xRV_AmCKD6aA,일할때 듣기좋은 발라드 추천 광고없는 노래모음 💖 하루 종일 들어도 좋은노래 BEST 100곡 가사포함,일할때 듣기좋은 발라드 추천 광고없는 노래모음 하루 종일 들어도 좋은노래 BEST 100곡 가사포함. https://youtu.be/2YoZJobylNk ...,"{'default': {'url': 'https://i.ytimg.com/vi/2YoZJobylNk/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/2YoZJobylNk/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/2YoZJobylNk/hqdefault.jpg', 'width': 480, 'height': 360}}",일할때 듣기좋은 노래 - PlayList,none,2022-09-20T21:00:02Z
2022-09-20T21:00:04Z,UCYHwV0nTtnRos2W6e7prUrQ,"하루 종일 듣기 좋은 노래 🎶 일할때 듣기좋은 발라드 추천 광고없는 노래모음🎶  김범수 /임창정 /박효신/성시경/ 백지영/ 더원/태연/박명수/에일리/찬열, 펀치/다비치/로꼬, 펀치",하루 종일 듣기 좋은 노래 일할때 듣기좋은 발라드 추천 광고없는 노래모음   김범수 /임창정 /박효신/성시경/ 백지영/ 더원/태연/ ...,"{'default': {'url': 'https://i.ytimg.com/vi/27Z2hfjzjCY/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/27Z2hfjzjCY/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/27Z2hfjzjCY/hqdefault.jpg', 'width': 480, 'height': 360}}",노래 모음 Korean Ballad Songs,none,2022-09-20T21:00:04Z
2022-09-20T10:44:44Z,UCLnCaR73ngnMJhZl730d9tQ,일할 때 듣기 좋은 노래💖 1990년대 ~ 2000년대 감성 발라드 모음💖하루 종일 듣기 좋은 베스트 50곡 - 여름 더위를 이겨낼 발라드 모음,일할 때 듣기 좋은 노래   1990년대 ~ 2000년대 감성 발라드 모음  하루 종일 듣기 좋은 베스트 50곡 - 여름 더위를 이겨낼 발라드 ...,"{'default': {'url': 'https://i.ytimg.com/vi/M-ICBwSboQU/default_live.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/M-ICBwSboQU/mqdefault_live.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/M-ICBwSboQU/hqdefault_live.jpg', 'width': 480, 'height': 360}}",K-POP 발라드 모음,live,2022-09-20T10:44:44Z
2022-09-20T08:00:15Z,UCd5NZXR-TAX9yAqRw3f2A_w,일할 때 듣기 좋은 노래   🎶 듣기만 해도 설레는 1990 ~ 2021년 발라드모음 우리가 사랑했던 추억노래 🎶유튜브 최고에 인기곡 모음   20세기 가요 그리고 발라드,일할 때 듣기 좋은 노래 듣기만 해도 설레는 1990 ~ 2021년 발라드모음 우리가 사랑했던 추억노래 유튜브 최고에 인기곡 모음 20 ...,"{'default': {'url': 'https://i.ytimg.com/vi/yyC3IwhfPt4/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/yyC3IwhfPt4/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/yyC3IwhfPt4/hqdefault.jpg', 'width': 480, 'height': 360}}",Korean 발라드,none,2022-09-20T08:00:15Z
2022-09-20T07:00:19Z,UCk4B-VWIlI80Ud2KsbtjS_A,인기곡 트로트 메들리 25곡  -  일할때 운전할때 듣기좋은 트로트 메들리여러가수 모음,인기곡 트로트 메들리 25곡 - 일할때 운전할때 듣기좋은 트로트 메들리여러가수 모음 https://youtu.be/hUqgecfRUnw.,"{'default': {'url': 'https://i.ytimg.com/vi/hUqgecfRUnw/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/hUqgecfRUnw/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/hUqgecfRUnw/hqdefault.jpg', 'width': 480, 'height': 360}}",트로트 메들리 - Exciting Trot,none,2022-09-20T07:00:19Z
2022-09-20T04:10:38Z,UCLnCaR73ngnMJhZl730d9tQ,일할 때 듣기 좋은 노래 💖 1990년대 ~ 2000년대 감성 발라드 모음💔하루 종일 듣기 좋은 베스트 50곡 - 여름 더위를 이겨낼 발라드 모음,일할 때 듣기 좋은 노래 1990년대 ~ 2000년대 감성 발라드 모음  하루 종일 듣기 좋은 베스트 50곡 - 여름 더위를 이겨낼 발라드 ...,"{'default': {'url': 'https://i.ytimg.com/vi/M5322cnlWXQ/default_live.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/M5322cnlWXQ/mqdefault_live.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/M5322cnlWXQ/hqdefault_live.jpg', 'width': 480, 'height': 360}}",K-POP 발라드 모음,live,2022-09-20T04:10:38Z
2022-09-20T03:08:05Z,UCZ_BgdaGBL4_cLD4tEgjyTw,하루 종일 들어도 좋은노래 BEST 50곡.일할때 듣기좋은 발라드 추천 광고없는 노래모음 💖03 나쁜 남자 /투비/밤하늘의 별을/ 서쪽 하늘/I Miss You/탁재훈/벌써 일년.,하루 종일 들어도 좋은노래 BEST 50곡.일할때 듣기좋은 발라드 추천 광고없는 노래모음 03 나쁜 남자 /투비/밤하늘의 별을/ 서쪽 ...,"{'default': {'url': 'https://i.ytimg.com/vi/OdmfzqGPksM/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/OdmfzqGPksM/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/OdmfzqGPksM/hqdefault.jpg', 'width': 480, 'height': 360}}",DRAMA Koraen,none,2022-09-20T03:08:05Z
2022-09-20T01:20:46Z,UC-S5Fa3shcvAwJUU8F1RxvQ,일할때 듣기좋은 발라드 추천 광고없는 노래모음 💖 하루 종일 들어도 좋은노래 BEST 100곡 💖 김범수 /임창정 /박효신/성시경/ 백지영/ 더원/태연/박명수,일할때 듣기좋은 발라드 추천 광고없는 노래모음 하루 종일 들어도 좋은노래 BEST 100곡 김범수 /임창정 /박효신/성시경/ ...,"{'default': {'url': 'https://i.ytimg.com/vi/cMG6UNO8yCs/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/cMG6UNO8yCs/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/cMG6UNO8yCs/hqdefault.jpg', 'width': 480, 'height': 360}}",음악 채널,none,2022-09-20T01:20:46Z
2022-09-20T00:08:47Z,UCWpGInFlq31xRV_AmCKD6aA,일할때 듣기좋은 발라드 추천 광고없는 노래모음 💖 하루 종일 들어도 좋은노래 BEST 100곡 가사포함,일할때 듣기좋은 발라드 추천 광고없는 노래모음 하루 종일 들어도 좋은노래 BEST 100곡 가사포함,"{'default': {'url': 'https://i.ytimg.com/vi/RIQBNhOdEtA/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/RIQBNhOdEtA/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/RIQBNhOdEtA/hqdefault.jpg', 'width': 480, 'height': 360}}",일할때 듣기좋은 노래 - PlayList,none,2022-09-20T00:08:47Z
2022-09-19T23:00:12Z,UC_UgxdN22EF_5Nd8HcCO7yQ,일할때 듣기좋은 발라드 추천 광고없는 노래모음 BEST 100곡 || 발라드 모음 2022 || 하루 종일 듣기 좋은 노래 ✔ 영화 사운드 트랙 컬렉션 광고 없음,일할때 듣기좋은 발라드 추천 광고없는 노래모음 BEST 100곡 || 발라드 모음 2022 || 하루 종일 듣기 좋은 노래 ✓ 영화 사운드 트랙 ...,"{'default': {'url': 'https://i.ytimg.com/vi/1iCls_sxRT8/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/1iCls_sxRT8/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/1iCls_sxRT8/hqdefault.jpg', 'width': 480, 'height': 360}}",Music Collection,none,2022-09-19T23:00:12Z
2022-09-19T23:00:20Z,UCej27YKcps6O0Ja9wAcdKfA,드라마 OST 역대 최고 인기곡 가을에 듣기 좋은 노래 베스트   드라마 OST 역대 가장 인기 많았던 노래 베스트20 ️ 영화 사운드 트랙 컬렉션 광고 없음,드라마 OST 역대 최고 인기곡 가을에 듣기 좋은 노래 베스트 드라마 OST 역대 가장 인기 많았던 노래 베스트20 ️ 영화 사운드 트랙 ...,"{'default': {'url': 'https://i.ytimg.com/vi/w8zT2GREXp4/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/w8zT2GREXp4/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/w8zT2GREXp4/hqdefault.jpg', 'width': 480, 'height': 360}}",Soul102 Melody,none,2022-09-19T23:00:20Z
2022-09-19T22:00:00Z,UCaw9iGu5i1_76bpaRAGI7NA,8090년대 발라드 곡들을 골라봤습니다  - 유명한 발라드 당신의 마음을 감동시키는 한국 노래 - 일할 때 듣기 좋은 노래,8090년대 발라드 곡들을 골라봤습니다 - 유명한 발라드 당신의 마음을 감동시키는 한국 노래 - 일할 때 듣기 좋은 노래 ...,"{'default': {'url': 'https://i.ytimg.com/vi/1BmdT7sNwJs/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/1BmdT7sNwJs/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/1BmdT7sNwJs/hqdefault.jpg', 'width': 480, 'height': 360}}", Korean KPOP - Ballad Music,none,2022-09-19T22:00:00Z
2022-09-19T22:00:00Z,UCXh1RmJysmA5-rXO76qJ9ag,일할때 듣기좋은 발라드 추천 광고없는 노래모음 💖 하루 종일 들어도 좋은노래 BEST 100곡 💖 김범수 임창정 박효신성시경 백지영 더원태연박명수,일할때 듣기좋은 발라드 추천 광고없는 노래모음 하루 종일 들어도 좋은노래 BEST 100곡 김범수 임창정 박효신성시경 백지영 ...,"{'default': {'url': 'https://i.ytimg.com/vi/1cnDcpYHTwM/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/1cnDcpYHTwM/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/1cnDcpYHTwM/hqdefault.jpg', 'width': 480, 'height': 360}}",발라드 - Kpop,none,2022-09-19T22:00:00Z
2022-09-19T21:45:00Z,UCJDKzc7X5VaxWjnBTHLhFxQ,발라드 명곡 모음 광고없음 노래모음 2022 💖 좋은노래 일할때 듣기좋은 발라드추천 노래모음 광고없음 팝송,발라드 명곡 모음 광고없음 노래모음 2022 좋은노래 일할때 듣기좋은 발라드추천 노래모음 광고없음 팝송.,"{'default': {'url': 'https://i.ytimg.com/vi/5-EyrJRMwNM/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/5-EyrJRMwNM/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/5-EyrJRMwNM/hqdefault.jpg', 'width': 480, 'height': 360}}",노래 모음,none,2022-09-19T21:45:00Z
2022-09-19T21:00:23Z,UCgzDGFoXdKu88IPf35Yg-LA,발라드명곡 노래모음 ✨ 일할때 듣기좋은 발라드 추천 광고없는 노래모음 ✨ PLAYLIST ✨눈의 꽃/서쪽하늘 가사/첫눈처럼 너에게 가겠다/오직 너만/사랑 안해.,발라드명곡 노래모음 ✨ 일할때 듣기좋은 발라드 추천 광고없는 노래모음 ✨ PLAYLIST ✨눈의 꽃/서쪽하늘 가사/첫눈처럼 너에게 ...,"{'default': {'url': 'https://i.ytimg.com/vi/x0e4pOoUG0o/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/x0e4pOoUG0o/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/x0e4pOoUG0o/hqdefault.jpg', 'width': 480, 'height': 360}}",Kpop Ballad ,none,2022-09-19T21:00:23Z
2022-09-19T21:00:14Z,UCpP5ZqQQp9yrjX0hSO1QTIg,하루 종일 듣기 좋은 노래 💖 일할때 듣기좋은 발라드 추천 광고없는 노래모음 HD 17/9,하루 종일 듣기 좋은 노래 일할때 듣기좋은 발라드 추천 광고없는 노래모음 HD 17/9 https://youtu.be/POaWLsra9Lo ...,"{'default': {'url': 'https://i.ytimg.com/vi/POaWLsra9Lo/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/POaWLsra9Lo/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/POaWLsra9Lo/hqdefault.jpg', 'width': 480, 'height': 360}}",발라드 모음 - Pop Music,none,2022-09-19T21:00:14Z
2022-09-19T21:00:01Z,UCO8shD-DNK0DDmsjIxkVRRg,"광고 없는 발라드 걸작 모음 2022년 노래 모음 💋 일할 때, 슬플 때 듣기 좋은 노래",https://www.youtube.com/playlist?list=PL2inzgZU4ZJvvKl2Db5Gk3UkDGgYFY9JT 광고 없는 발라드 걸작 모음 2022년 노래 ...,"{'default': {'url': 'https://i.ytimg.com/vi/ay_yxBkipMc/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/ay_yxBkipMc/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/ay_yxBkipMc/hqdefault.jpg', 'width': 480, 'height': 360}}",k pop hits,none,2022-09-19T21:00:01Z
2022-09-19T21:00:10Z,UCZ_BgdaGBL4_cLD4tEgjyTw,"하루 종일 듣기 좋은 노래 💖 일할때 듣기좋은 발라드 추천 광고없는 노래모음 💖양파, 이승기,왁스,김범수,소울스타,원티드,숙희,린,민경훈,문명진,루다,더씨야,윤건,디셈버.","하루 종일 듣기 좋은 노래 일할때 듣기좋은 발라드 추천 광고없는 노래모음 양파, 이승기,왁스,김범수,소울스타,원티드,숙희,린, ...","{'default': {'url': 'https://i.ytimg.com/vi/U6e11ftEjwM/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/U6e11ftEjwM/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/U6e11ftEjwM/hqdefault.jpg', 'width': 480, 'height': 360}}",DRAMA Koraen,none,2022-09-19T21:00:10Z
2022-09-19T18:43:15Z,UC3V-PzPAWDOPdRLg_xfXhYA,발라드 명곡 모음 광고없음 노래모음 2022 💔 좋은노래 일할때 듣기좋은 발라드추천 노래모음 광고없음 팝송,발라드 명곡 모음 광고없음 노래모음 2022 좋은노래 일할때 듣기좋은 발라드추천 노래모음 광고없음 팝송 01. 고유비 - Remember ...,"{'default': {'url': 'https://i.ytimg.com/vi/yzYZ4Y6relA/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/yzYZ4Y6relA/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/yzYZ4Y6relA/hqdefault.jpg', 'width': 480, 'height': 360}}",한국 라디오,none,2022-09-19T18:43:15Z
2022-09-19T10:52:31Z,UCC6fYTZ9AIkqNy6zYEHVwow,KPOP Orchestra Collection 가요 국악버전 모음 / 쉴때듣는노래 일할때듣기좋은음악 공부 작업 휴식 게임,MP3: https://flowmusic.kr 1. 00:00 (G)I-DLE - TOMBOY 3. 02:55 IVE - LOVE DIVE 3. 06:18 BE'O - Limousine 4. 10:00 BLACKPINK ...,"{'default': {'url': 'https://i.ytimg.com/vi/eu6nSJsX2Cg/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/eu6nSJsX2Cg/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/eu6nSJsX2Cg/hqdefault.jpg', 'width': 480, 'height': 360}}",Flow Music,none,2022-09-19T10:52:31Z
2022-09-19T09:24:09Z,UCLnCaR73ngnMJhZl730d9tQ,일할 때 듣기 좋은 노래 💖 1990년대 ~ 2000년대 감성 발라드 모음💖하루 종일 듣기 좋은 베스트 40곡 - 여름 더위를 이겨낼 발라드 모음,일할 때 듣기 좋은 노래 1990년대 ~ 2000년대 감성 발라드 모음  하루 종일 듣기 좋은 베스트 40곡 - 여름 더위를 이겨낼 발라드 ...,"{'default': {'url': 'https://i.ytimg.com/vi/mLNQAwnhbgc/default_live.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/mLNQAwnhbgc/mqdefault_live.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/mLNQAwnhbgc/hqdefault_live.jpg', 'width': 480, 'height': 360}}",K-POP 발라드 모음,live,2022-09-19T09:24:09Z
2022-09-19T08:36:52Z,UCd5NZXR-TAX9yAqRw3f2A_w,일할때 듣기좋은 발라드 추천 광고없는 노래모음 💖 하루 종일 들어도 좋은노래 BEST 100곡 💖 김범수 임창정 박효신성시경 백지영 더원태연박명수,일할때 듣기좋은 발라드 추천 광고없는 노래모음 하루 종일 들어도 좋은노래 BEST 100곡 김범수 임창정 박효신성시경 백지영 ...,"{'default': {'url': 'https://i.ytimg.com/vi/EU0L2XJz_Qk/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/EU0L2XJz_Qk/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/EU0L2XJz_Qk/hqdefault.jpg', 'width': 480, 'height': 360}}",Korean 발라드,none,2022-09-19T08:36:52Z
2022-09-19T03:03:14Z,UCZ_BgdaGBL4_cLD4tEgjyTw,"하루 종일 듣기 좋은 노래 💖 일할때 듣기좋은 발라드 추천 광고없는 노래모음 💖양파, 이승기,왁스,김범수,소울스타,원티드,숙희,린,민경훈,문명진,루다,더씨야,윤건,디셈버.","하루 종일 듣기 좋은 노래 일할때 듣기좋은 발라드 추천 광고없는 노래모음 양파, 이승기,왁스,김범수,소울스타,원티드,숙희,린, ...","{'default': {'url': 'https://i.ytimg.com/vi/_H4YW6rDbFE/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/_H4YW6rDbFE/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/_H4YW6rDbFE/hqdefault.jpg', 'width': 480, 'height': 360}}",DRAMA Koraen,none,2022-09-19T03:03:14Z
2022-09-19T00:54:39Z,UCqHYlWdv4UOd2-JpmQjHXyA,"광고 없는 발라드 걸작 모음 2022년 노래 모음🌦️일할 때, 슬플 때 듣기 좋은 노래","광고 없는 발라드 걸작 모음 2022년 노래 모음🌦️일할 때, 슬플 때 듣기 좋은 노래 광고 없는 발라드 걸작 모음 2022년 노래 모음🌦️ ...","{'default': {'url': 'https://i.ytimg.com/vi/-gK7F4UbcfU/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/-gK7F4UbcfU/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/-gK7F4UbcfU/hqdefault.jpg', 'width': 480, 'height': 360}}",Kpop Hits,none,2022-09-19T00:54:39Z
2022-09-19T00:37:27Z,UCLnCaR73ngnMJhZl730d9tQ,가을에 듣기 좋은 노래 베스트 100곡 🎵 하루 종일 들어도 좋은노래 BEST 100곡 🎵 운동할 때 듣는 음악 | 일할때 듣기좋은 발라드 36,가을에 듣기 좋은 노래 베스트 100곡 하루 종일 들어도 좋은노래 BEST 100곡 운동할 때 듣는 음악 | 일할때 듣기좋은 발라드 36 ...,"{'default': {'url': 'https://i.ytimg.com/vi/1Sl0LDJ--ms/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/1Sl0LDJ--ms/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/1Sl0LDJ--ms/hqdefault.jpg', 'width': 480, 'height': 360}}",K-POP 발라드 모음,none,2022-09-19T00:37:27Z
